COD_CURSO;NOME_CURSO;AREA_CONHECIMENTO;ANO_EVASAO;PERIODO_EVASAO;FORMA_EVASAO;COTISTA;TIPO_COTA;SEXO;ET_BRANCA;ET_PRETA;ET_AMARELA;ET_PARDA;ET_INDIGINA;ET_NAO_INFORMADO;ET_NAO_DECLARADA;QTDE
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;N;Ampla concorrência;F;0;1;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;S;Baixa Renda e Não PPI;M;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;2;0;0;5;0;0;0;7
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;2;0;0;2;0;0;0;4
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Formado;N;Ampla concorrência;F;1;1;0;1;0;0;0;3
16;Estatística;Ciências naturais, matemática e estatística;2015;1º Semestre;Formado;N;Ampla concorrência;M;3;0;0;1;0;0;0;4
32;Química;Programas básicos;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;3;0;0;1;0;0;0;4
32;Química;Programas básicos;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;3;1;0;1;0;0;0;5
32;Química;Programas básicos;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32;Química;Programas básicos;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;N;Ampla concorrência;M;3;0;0;3;0;0;0;6
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;S;Baixa Renda e Não PPI;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;S;Renda Normal e Não PPI;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desistência;S;Reserva;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;6;0;0;0;0;0;0;6
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;9;2;0;0;0;0;0;11
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento por Abandono;S;Reserva;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento por Abandono;S;Reserva;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;3;0;0;0;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Reserva;F;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;1º Semestre;Formado;N;Ampla concorrência;F;5;0;0;1;0;0;2;8
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;1;1;0;2;0;0;0;4
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desligamento por Abandono;S;Baixa Renda e Não PPI;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desligamento por Abandono;S;Reserva;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
32 L;Química - Licenciatura;Educação;2015;1º Semestre;Formado;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2015;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;N;Ampla concorrência;F;2;0;0;2;0;0;0;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;N;Ampla concorrência;M;5;0;0;2;0;0;0;7
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;S;Reserva;M;0;0;0;2;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;2;0;0;1;0;0;0;3
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;5;0;1;3;0;0;1;10
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;2;0;0;0;3
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;N;Ampla concorrência;M;3;0;0;1;0;0;0;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Reopção de Curso;N;Ampla concorrência;F;0;1;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Reopção de Curso;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Transferido;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;4;0;0;0;4
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desistência;S;Renda Normal e PPI;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;0;0;0;2;0;0;0;2
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;7;2;1;3;0;0;0;13
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desligamento por Abandono;S;Baixa Renda e Não PPI;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desligamento por Abandono;S;Renda Normal e PPI;M;0;0;0;2;0;0;0;2
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desligamento por Abandono;S;Reserva;M;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Formado;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Formado;N;Ampla concorrência;M;2;1;0;3;0;0;0;6
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Formado;S;Cotista tipo indefinido;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2015;2º Semestre;Transferido;S;Baixa Renda e Não PPI;M;0;0;0;0;0;0;1;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;3;0;0;2;0;0;0;5
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;7;0;1;2;0;0;0;10
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;N;Ampla concorrência;M;1;1;0;1;0;0;0;3
12 L;Matemática - Licenciatura;Educação;2015;2º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;Educação;2015;2º Semestre;Formado;N;Ampla concorrência;F;2;0;0;2;0;0;0;4
12 L;Matemática - Licenciatura;Educação;2015;2º Semestre;Formado;N;Ampla concorrência;M;1;1;0;0;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;2;1;0;1;0;0;0;4
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;S;Baixa Renda e PPI;M;0;1;0;0;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;0;0;0;2;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;N;Ampla concorrência;F;3;1;0;3;0;0;0;7
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;N;Ampla concorrência;M;2;1;0;0;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;S;Baixa Renda e Não PPI;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desistência;S;Renda Normal e Não PPI;M;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;4;0;0;0;0;0;0;4
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;6;1;0;1;0;0;0;8
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;S;Baixa Renda e Não PPI;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;S;Baixa Renda e PPI;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Reserva;M;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;N;Ampla concorrência;F;3;0;0;2;0;0;2;7
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;S;Reserva;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;S;Reserva;M;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2015;2º Semestre;Reopção de Curso;S;Reserva;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Desistência;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Desistência;N;Ampla concorrência;M;0;1;0;1;0;0;0;2
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Desistência;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;0;1;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Renda Normal e Não PPI;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Reserva;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Formado;S;Reserva;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Formado;S;Reserva;M;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Reopção de Curso;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2015;2º Semestre;Reopção de Curso;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2015;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2015;2º Semestre;Formado;S;Reserva;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;S;Renda Normal e PPI;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;N;Ampla concorrência;M;3;1;0;1;0;0;0;5
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;S;Renda Normal e Não PPI;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Transferido;S;Reserva;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;1º Semestre;Desistência;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;1º Semestre;Formado;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;1º Semestre;Formado;N;Ampla concorrência;M;0;0;0;2;0;0;0;2
10 L;Física - Licenciatura;Educação;2016;1º Semestre;Reopção de Curso;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;1º Semestre;Transferido;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;1º Semestre;Transferido;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
12 L;Matemática - Licenciatura;Educação;2016;1º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
12 L;Matemática - Licenciatura;Educação;2016;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;1;2
12 L;Matemática - Licenciatura;Educação;2016;1º Semestre;Formado;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;1;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;N;Ampla concorrência;F;0;1;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;S;Baixa Renda e Não PPI;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Desistência;S;Renda Normal e PPI;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;N;Ampla concorrência;F;3;1;0;5;0;0;0;9
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;N;Ampla concorrência;M;2;0;0;1;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;S;Renda Normal e PPI;M;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;S;Reserva;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Transferido;N;Ampla concorrência;F;0;1;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;1º Semestre;Transferido;S;Renda Normal e PPI;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2016;1º Semestre;Formado;N;Ampla concorrência;M;1;0;0;0;0;0;0;1
323;Química - Bacharelado - Ênfase em Petróleo;Ciências naturais, matemática e estatística;2016;1º Semestre;Formado;S;Reserva;M;0;0;0;1;0;0;1;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;N;Ampla concorrência;F;4;0;0;0;0;0;0;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;N;Ampla concorrência;M;3;0;0;2;1;0;0;6
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;S;Baixa Renda e PPI;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;S;Renda Normal e Não PPI;F;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;S;Renda Normal e PPI;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Formado;N;Ampla concorrência;M;3;0;0;1;0;0;1;5
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Formado;S;Renda Normal e Não PPI;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Reopção de curso;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desistência;N;Ampla concorrência;M;0;0;0;2;1;0;1;4
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Baixa Renda e Não PPI;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Baixa Renda e PPI;M;0;0;0;1;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Renda Normal e Não PPI;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Renda Normal e Não PPI;M;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Renda Normal e PPI;M;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Reserva;F;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;0;1;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2016;2º Semestre;Transferido;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
12 B;Matemática - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;2;0;0;2;0;0;1;5
12 L;Matemática - Licenciatura;Educação;2016;2º Semestre;Formado;N;Ampla concorrência;M;0;0;0;2;0;0;0;2
16;Estatística;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
16;Estatística;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;N;Ampla concorrência;M;3;0;0;0;0;0;0;3
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;N;Ampla concorrência;F;5;0;0;0;0;0;0;5
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;2;0;0;0;4
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;S;Baixa Renda e PPI;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Desistência;S;Baixa Renda e PPI;M;0;0;0;2;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Formado;S;Baixa Renda e Não PPI;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Formado;S;Reserva;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Reopção de curso;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Transferido;N;Ampla concorrência;F;0;0;0;1;0;0;0;1
32 B;Química - Bacharelado;Ciências naturais, matemática e estatística;2016;2º Semestre;Transferido;S;Renda Normal e Não PPI;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Renda Normal e Não PPI;M;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2016;2º Semestre;Desistência;S;Reserva;F;0;0;0;1;0;0;0;1
32 L;Química - Licenciatura;Educação;2016;2º Semestre;Formado;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
32 L;Química - Licenciatura;Educação;2016;2º Semestre;Reopção de curso;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desistência;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desistência;S;Baixa Renda e Não PPI;F;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desistência;S;Renda Normal e PPI;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;F;2;0;0;0;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desligamento por Abandono;N;Ampla concorrência;M;3;0;0;3;1;0;0;7
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desligamento por Abandono;S;Baixa Renda e PPI;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desligamento por Abandono;S;Renda Normal e PPI;M;0;0;0;1;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;F;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;N;Ampla concorrência;M;2;1;0;0;0;0;1;4
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Desligamento: 3 reprovações em 1 disciplina;S;Baixa Renda e Não PPI;M;1;0;0;0;0;0;0;1
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Formado;N;Ampla concorrência;M;1;0;0;1;0;0;0;2
10 B;Física - Bacharelado;Ciências naturais, matemática e estatística;2017;1º Semestre;Transferido;N;Ampla concorrência;F;1;0;0;0;0;0;0;1
10 L;Física - Licenciatura;Educação;2017;1º Semestre;Desistência;N;Ampla concorrência;M;2;0;0;0;0;0;0;2
