"","COD_CURSO","NOME_CURSO","AREA_CONHECIMENTO","ANO_EVASAO","PERIODO_EVASAO","FORMA_EVASAO","COTISTA","TIPO_COTA","SEXO","QTDE","ETNIA","FORMA_EVASAO_","FORMA_EVASAO_limpa","CURSO","MODALIDADE","SEXO_","ETNIA_","COTISTA_","QTDE_FORMADO","EVASAO","QTDE_TOTAL"
"1","10","Física","Programas básicos",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Parda","Desistência","Desistência","Física","Programas Básicos","Feminino","Parda","Não Cotista",0,"Evadido",1
"2","10","Física","Programas básicos",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Branca","Desistência","Desistência","Física","Programas Básicos","Masculino","Branca","Não Cotista",0,"Evadido",2
"3","10","Física","Programas básicos",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Amarela","Desistência","Desistência","Física","Programas Básicos","Masculino","Amarela","Não Cotista",0,"Evadido",2
"4","10","Física","Programas básicos",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Parda","Desistência","Desistência","Física","Programas Básicos","Masculino","Parda","Não Cotista",0,"Evadido",1
"5","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Feminino",3,"Branca","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Feminino","Branca","Não Cotista",0,"Evadido",3
"6","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Feminino",1,"Parda","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Feminino","Parda","Não Cotista",0,"Evadido",1
"7","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",10,"Branca","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Masculino","Branca","Não Cotista",0,"Evadido",10
"8","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",2,"Preta","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Masculino","Preta","Não Cotista",0,"Evadido",2
"9","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",3,"Parda","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Masculino","Parda","Não Cotista",0,"Evadido",3
"10","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Feminino",2,"Branca","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Feminino","Branca","Cotista",0,"Evadido",2
"11","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",4,"Branca","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Masculino","Branca","Cotista",0,"Evadido",4
"12","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",2,"Preta","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Masculino","Preta","Cotista",0,"Evadido",2
"13","10","Física","Programas básicos",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",1,"Parda","Desligamento por Abandono","Desligamento","Física","Programas Básicos","Masculino","Parda","Cotista",0,"Evadido",1
"14","10","Física","Programas básicos",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Não Cotista","Ampla concorrência","Feminino",1,"Branca","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Programas Básicos","Feminino","Branca","Não Cotista",0,"Evadido",1
"15","10","Física","Programas básicos",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Não Cotista","Ampla concorrência","Feminino",1,"Não Declarada","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Programas Básicos","Feminino","Não Declarada","Não Cotista",0,"Evadido",1
"16","10","Física","Programas básicos",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Não Cotista","Ampla concorrência","Masculino",2,"Branca","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Programas Básicos","Masculino","Branca","Não Cotista",0,"Evadido",2
"17","10","Física","Programas básicos",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Cotista","Cotista tipo indefinido","Masculino",1,"Branca","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Programas Básicos","Masculino","Branca","Cotista",0,"Evadido",1
"18","10","Física","Programas básicos",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Cotista","Cotista tipo indefinido","Masculino",1,"Preta","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Programas Básicos","Masculino","Preta","Cotista",0,"Evadido",1
"19","10","Física","Programas básicos",2011,"1º Semestre","Desligamento: Descumpriu Plano de Estudos","Não Cotista","Ampla concorrência","Masculino",1,"Branca","Desligamento: Descumpriu Plano de Estudos","Desligamento","Física","Programas Básicos","Masculino","Branca","Não Cotista",0,"Evadido",1
"20","10","Física","Programas básicos",2011,"1º Semestre","Não Informado","Não Cotista","Ampla concorrência","Masculino",0,"Não Declarada","Não Informado","Formado","Física","Programas Básicos","Masculino","Não Declarada","Não Cotista",1,"Formado",1
"21","10","Física","Programas básicos",2011,"1º Semestre","Não Informado","Cotista","Cotista tipo indefinido","Masculino",0,"Parda","Não Informado","Formado","Física","Programas Básicos","Masculino","Parda","Cotista",1,"Formado",1
"22","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Preta","Desistência","Desistência","Física","Bacharelado","Feminino","Preta","Não Cotista",0,"Evadido",1
"23","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Parda","Desistência","Desistência","Física","Bacharelado","Feminino","Parda","Não Cotista",0,"Evadido",1
"24","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Branca","Desistência","Desistência","Física","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",1
"25","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Preta","Desistência","Desistência","Física","Bacharelado","Masculino","Preta","Não Cotista",0,"Evadido",2
"26","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",3,"Parda","Desistência","Desistência","Física","Bacharelado","Masculino","Parda","Não Cotista",0,"Evadido",3
"27","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Cotista","Reserva","Masculino",1,"Parda","Desistência","Desistência","Física","Bacharelado","Masculino","Parda","Cotista",0,"Evadido",1
"28","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Feminino",1,"Branca","Desligamento por Abandono","Desligamento","Física","Bacharelado","Feminino","Branca","Não Cotista",0,"Evadido",1
"29","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",11,"Branca","Desligamento por Abandono","Desligamento","Física","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",11
"30","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",2,"Preta","Desligamento por Abandono","Desligamento","Física","Bacharelado","Masculino","Preta","Não Cotista",0,"Evadido",2
"31","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",1,"Amarela","Desligamento por Abandono","Desligamento","Física","Bacharelado","Masculino","Amarela","Não Cotista",0,"Evadido",1
"32","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",4,"Parda","Desligamento por Abandono","Desligamento","Física","Bacharelado","Masculino","Parda","Não Cotista",0,"Evadido",4
"33","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",1,"Branca","Desligamento por Abandono","Desligamento","Física","Bacharelado","Masculino","Branca","Cotista",0,"Evadido",1
"34","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",1,"Parda","Desligamento por Abandono","Desligamento","Física","Bacharelado","Masculino","Parda","Cotista",0,"Evadido",1
"35","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Não Cotista","Ampla concorrência","Masculino",1,"Parda","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Bacharelado","Masculino","Parda","Não Cotista",0,"Evadido",1
"36","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Cotista","Cotista tipo indefinido","Masculino",1,"Preta","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Bacharelado","Masculino","Preta","Cotista",0,"Evadido",1
"37","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Física","Bacharelado","Masculino","Branca","Não Cotista",3,"Formado",3
"38","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Física","Bacharelado","Masculino","Parda","Não Cotista",1,"Formado",1
"39","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Parda","Desistência","Desistência","Física","Licenciatura","Feminino","Parda","Não Cotista",0,"Evadido",1
"40","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Branca","Desistência","Desistência","Física","Licenciatura","Masculino","Branca","Não Cotista",0,"Evadido",2
"41","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Preta","Desistência","Desistência","Física","Licenciatura","Masculino","Preta","Não Cotista",0,"Evadido",1
"42","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Parda","Desistência","Desistência","Física","Licenciatura","Masculino","Parda","Não Cotista",0,"Evadido",1
"43","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Não Declarada","Desistência","Desistência","Física","Licenciatura","Masculino","Não Declarada","Não Cotista",0,"Evadido",1
"44","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desistência","Cotista","Reserva","Feminino",1,"Branca","Desistência","Desistência","Física","Licenciatura","Feminino","Branca","Cotista",0,"Evadido",1
"45","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",4,"Branca","Desligamento por Abandono","Desligamento","Física","Licenciatura","Masculino","Branca","Não Cotista",0,"Evadido",4
"46","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",2,"Parda","Desligamento por Abandono","Desligamento","Física","Licenciatura","Masculino","Parda","Não Cotista",0,"Evadido",2
"47","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",1,"Parda","Desligamento por Abandono","Desligamento","Física","Licenciatura","Masculino","Parda","Cotista",0,"Evadido",1
"48","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Não Cotista","Ampla concorrência","Feminino",1,"Amarela","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Licenciatura","Feminino","Amarela","Não Cotista",0,"Evadido",1
"49","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Não Cotista","Ampla concorrência","Masculino",1,"Branca","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Licenciatura","Masculino","Branca","Não Cotista",0,"Evadido",1
"50","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Desligamento: 3 reprovações em 1 disciplina","Não Cotista","Ampla concorrência","Masculino",1,"Preta","Desligamento: 3 reprovações em 1 disciplina","Desligamento","Física","Licenciatura","Masculino","Preta","Não Cotista",0,"Evadido",1
"51","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Física","Licenciatura","Feminino","Branca","Não Cotista",1,"Formado",1
"52","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Física","Licenciatura","Masculino","Branca","Não Cotista",3,"Formado",3
"53","10 L","Física - Licenciatura","Educação",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Física","Licenciatura","Masculino","Parda","Não Cotista",2,"Formado",2
"54","12 B","Matemática - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Branca","Desistência","Desistência","Matemática","Bacharelado","Feminino","Branca","Não Cotista",0,"Evadido",1
"55","12 B","Matemática - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Matemática","Bacharelado","Feminino","Branca","Não Cotista",1,"Formado",1
"56","12 B","Matemática - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Preta","Formado","Formado","Matemática","Bacharelado","Feminino","Preta","Não Cotista",1,"Formado",1
"57","12 B","Matemática - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Matemática","Bacharelado","Masculino","Parda","Não Cotista",1,"Formado",1
"58","12 L","Matemática - Licenciatura","Educação",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Matemática","Licenciatura","Masculino","Branca","Não Cotista",1,"Formado",1
"59","12 L","Matemática - Licenciatura","Educação",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Preta","Formado","Formado","Matemática","Licenciatura","Masculino","Preta","Não Cotista",1,"Formado",1
"60","12 L","Matemática - Licenciatura","Educação",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Amarela","Formado","Formado","Matemática","Licenciatura","Masculino","Amarela","Não Cotista",1,"Formado",1
"61","16","Estatística","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Parda","Desistência","Desistência","Estatística","Bacharelado","Feminino","Parda","Não Cotista",0,"Evadido",1
"62","16","Estatística","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Branca","Desistência","Desistência","Estatística","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",2
"63","16","Estatística","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Feminino",2,"Não Declarada","Desligamento por Abandono","Desligamento","Estatística","Bacharelado","Feminino","Não Declarada","Cotista",0,"Evadido",2
"64","16","Estatística","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",1,"Branca","Desligamento por Abandono","Desligamento","Estatística","Bacharelado","Masculino","Branca","Cotista",0,"Evadido",1
"65","16","Estatística","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desligamento por Abandono","Cotista","Cotista tipo indefinido","Masculino",1,"Não Declarada","Desligamento por Abandono","Desligamento","Estatística","Bacharelado","Masculino","Não Declarada","Cotista",0,"Evadido",1
"66","16","Estatística","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Estatística","Bacharelado","Feminino","Branca","Não Cotista",1,"Formado",1
"67","16","Estatística","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Parda","Formado","Formado","Estatística","Bacharelado","Feminino","Parda","Não Cotista",2,"Formado",2
"68","32","Química","Programas básicos",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Branca","Desistência","Desistência","Química","Programas Básicos","Feminino","Branca","Não Cotista",0,"Evadido",1
"69","32","Química","Programas básicos",2011,"1º Semestre","Transferência Interna","Não Cotista","Ampla concorrência","Masculino",1,"Branca","Transferência Interna","Transferência Interna","Química","Programas Básicos","Masculino","Branca","Não Cotista",0,"Evadido",1
"70","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",2,"Branca","Desistência","Desistência","Química","Bacharelado","Feminino","Branca","Não Cotista",0,"Evadido",2
"71","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Química","Bacharelado","Feminino","Branca","Não Cotista",2,"Formado",2
"72","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Parda","Formado","Formado","Química","Bacharelado","Feminino","Parda","Não Cotista",1,"Formado",1
"73","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Química","Bacharelado","Masculino","Branca","Não Cotista",3,"Formado",3
"74","32 L","Química - Licenciatura","Educação",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Branca","Desistência","Desistência","Química","Licenciatura","Masculino","Branca","Não Cotista",0,"Evadido",1
"75","32 L","Química - Licenciatura","Educação",2011,"1º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Química","Licenciatura","Masculino","Branca","Não Cotista",1,"Formado",1
"76","323","Química - Bacharelado - Ênfase em Petróleo","Ciências naturais, matemática e estatística",2011,"1º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Branca","Desistência","Desistência","Química","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",1
"77","10","Física","Programas básicos",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",3,"Branca","Desistência","Desistência","Física","Programas Básicos","Masculino","Branca","Não Cotista",0,"Evadido",3
"78","10","Física","Programas básicos",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Preta","Desistência","Desistência","Física","Programas Básicos","Masculino","Preta","Não Cotista",0,"Evadido",2
"79","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",3,"Branca","Desistência","Desistência","Física","Bacharelado","Feminino","Branca","Não Cotista",0,"Evadido",3
"80","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",6,"Branca","Desistência","Desistência","Física","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",6
"81","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Preta","Desistência","Desistência","Física","Bacharelado","Masculino","Preta","Não Cotista",0,"Evadido",1
"82","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Parda","Desistência","Desistência","Física","Bacharelado","Masculino","Parda","Não Cotista",0,"Evadido",2
"83","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Cotista","Reserva","Masculino",1,"Parda","Desistência","Desistência","Física","Bacharelado","Masculino","Parda","Cotista",0,"Evadido",1
"84","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Física","Bacharelado","Feminino","Branca","Não Cotista",2,"Formado",2
"85","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Preta","Formado","Formado","Física","Bacharelado","Feminino","Preta","Não Cotista",1,"Formado",1
"86","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Física","Bacharelado","Masculino","Branca","Não Cotista",1,"Formado",1
"87","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Física","Bacharelado","Masculino","Parda","Não Cotista",1,"Formado",1
"88","10 L","Física - Licenciatura","Educação",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",4,"Branca","Desistência","Desistência","Física","Licenciatura","Masculino","Branca","Não Cotista",0,"Evadido",4
"89","10 L","Física - Licenciatura","Educação",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Parda","Desistência","Desistência","Física","Licenciatura","Masculino","Parda","Não Cotista",0,"Evadido",2
"90","10 L","Física - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Física","Licenciatura","Feminino","Branca","Não Cotista",1,"Formado",1
"91","10 L","Física - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Física","Licenciatura","Masculino","Branca","Não Cotista",5,"Formado",5
"92","10 L","Física - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Preta","Formado","Formado","Física","Licenciatura","Masculino","Preta","Não Cotista",1,"Formado",1
"93","10 L","Física - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Física","Licenciatura","Masculino","Parda","Não Cotista",1,"Formado",1
"94","10 L","Física - Licenciatura","Educação",2011,"2º Semestre","Reopção de Curso","Não Cotista","Ampla concorrência","Feminino",1,"Branca","Reopção de Curso","Transferência Interna","Física","Licenciatura","Feminino","Branca","Não Cotista",0,"Evadido",1
"95","12 B","Matemática - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Matemática","Bacharelado","Feminino","Branca","Não Cotista",1,"Formado",1
"96","12 B","Matemática - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Matemática","Bacharelado","Masculino","Parda","Não Cotista",1,"Formado",1
"97","12 L","Matemática - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Matemática","Licenciatura","Feminino","Branca","Não Cotista",4,"Formado",4
"98","12 L","Matemática - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Parda","Formado","Formado","Matemática","Licenciatura","Feminino","Parda","Não Cotista",5,"Formado",5
"99","12 L","Matemática - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Matemática","Licenciatura","Masculino","Branca","Não Cotista",4,"Formado",4
"100","12 L","Matemática - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Matemática","Licenciatura","Masculino","Parda","Não Cotista",4,"Formado",4
"101","12 L","Matemática - Licenciatura","Educação",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Não Declarada","Formado","Formado","Matemática","Licenciatura","Masculino","Não Declarada","Não Cotista",1,"Formado",1
"102","16","Estatística","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",2,"Parda","Desistência","Desistência","Estatística","Bacharelado","Feminino","Parda","Não Cotista",0,"Evadido",2
"103","16","Estatística","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",2,"Branca","Desistência","Desistência","Estatística","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",2
"104","16","Estatística","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desligamento por Abandono","Não Cotista","Ampla concorrência","Masculino",1,"Branca","Desligamento por Abandono","Desligamento","Estatística","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",1
"105","16","Estatística","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Estatística","Bacharelado","Feminino","Branca","Não Cotista",1,"Formado",1
"106","16","Estatística","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Estatística","Bacharelado","Masculino","Branca","Não Cotista",1,"Formado",1
"107","16","Estatística","Ciências naturais, matemática e estatística",2011,"2º Semestre","Reopção de Curso","Não Cotista","Ampla concorrência","Feminino",1,"Preta","Reopção de Curso","Transferência Interna","Estatística","Bacharelado","Feminino","Preta","Não Cotista",0,"Evadido",1
"108","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Branca","Desistência","Desistência","Química","Bacharelado","Feminino","Branca","Não Cotista",0,"Evadido",1
"109","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",3,"Branca","Desistência","Desistência","Química","Bacharelado","Masculino","Branca","Não Cotista",0,"Evadido",3
"110","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",1,"Parda","Desistência","Desistência","Química","Bacharelado","Masculino","Parda","Não Cotista",0,"Evadido",1
"111","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Desistência","Cotista","Reserva","Masculino",1,"Parda","Desistência","Desistência","Química","Bacharelado","Masculino","Parda","Cotista",0,"Evadido",1
"112","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Branca","Formado","Formado","Química","Bacharelado","Feminino","Branca","Não Cotista",7,"Formado",7
"113","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Feminino",0,"Preta","Formado","Formado","Química","Bacharelado","Feminino","Preta","Não Cotista",1,"Formado",1
"114","32 B","Química - Bacharelado","Ciências naturais, matemática e estatística",2011,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Química","Bacharelado","Masculino","Branca","Não Cotista",5,"Formado",5
