"","COD_CURSO","NOME_CURSO","AREA_CONHECIMENTO","ANO_EVASAO","PERIODO_EVASAO","FORMA_EVASAO","COTISTA","TIPO_COTA","SEXO","QTDE","ETNIA","FORMA_EVASAO_","FORMA_EVASAO_limpa","CURSO","MODALIDADE","SEXO_","ETNIA_","COTISTA_","QTDE_FORMADO","EVASAO","QTDE_TOTAL"
"1010","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2018,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Branca","Formado","Formado","Física","Bacharelado","Masculino","Branca","Não Cotista",3,"Formado",3
"1011","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2018,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Preta","Formado","Formado","Física","Bacharelado","Masculino","Preta","Não Cotista",2,"Formado",2
"1012","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2018,"2º Semestre","Formado","Não Cotista","Ampla concorrência","Masculino",0,"Parda","Formado","Formado","Física","Bacharelado","Masculino","Parda","Não Cotista",1,"Formado",1
"1013","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2018,"2º Semestre","Formado","Cotista","Baixa Renda e Não PPI","Masculino",0,"Branca","Formado","Formado","Física","Bacharelado","Masculino","Branca","Cotista",1,"Formado",1
"1014","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2018,"2º Semestre","Formado","Cotista","Baixa Renda e PPI","Masculino",0,"Parda","Formado","Formado","Física","Bacharelado","Masculino","Parda","Cotista",1,"Formado",1
"1015","10 B","Física - Bacharelado","Ciências naturais, matemática e estatística",2018,"2º Semestre","Formado","Cotista","Renda Normal e Não PPI","Masculino",0,"Branca","Formado","Formado","Física","Bacharelado","Masculino","Branca","Cotista",1,"Formado",1
"1016","10 L","Física - Licenciatura","Educação",2018,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Branca","Desistência","Desistência","Física","Licenciatura","Feminino","Branca","Não Cotista",0,"Evadido",1
"1017","10 L","Física - Licenciatura","Educação",2018,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Feminino",1,"Parda","Desistência","Desistência","Física","Licenciatura","Feminino","Parda","Não Cotista",0,"Evadido",1
"1018","10 L","Física - Licenciatura","Educação",2018,"2º Semestre","Desistência","Não Cotista","Ampla concorrência","Masculino",4,"Parda","Desistência","Desistência","Física","Licenciatura","Masculino","Parda","Não Cotista",0,"Evadido",4
"1019","10 L","Física - Licenciatura","Educação",2018,"2º Semestre","Desistência","Cotista","Baixa Renda e PPI","Masculino",1,"Parda","Desistência","Desistência","Física","Licenciatura","Masculino","Parda","Cotista",0,"Evadido",1
