"COD_CURSO","NOME_CURSO","ANO_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","FORMA_INGRESSO","PERIODO_EVASAO","FORMA_EVASAO","CRA","CRN","COTISTA","NUM_VERSAO","DT_SAIDA","DT_SAIDA_1","SEXO","ETNIA","TURNO_CURSO","SEM_INGRESSO","RETENCAO_PERIODOS","RETENCAO_MESES","NOMEE_CURSO","MODALIDADE","FORMA_EVASAO_limpo","id_estudante","hash_completo"
"10 B","Física - Bacharelado",2020,"1º Semestre",2024,"Sisu","2º Semestre","Formado",8.97,16.564,"N","2018","30/05/2025","30/05/2025","M","Branca","Integral",1,9,54,"Física","Bacharelado","Formado",254,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2015,"Vestibular","1º Semestre","Desistência",7.07,5.6254,"S","2008","20/07/2015","20/07/2015","M","Branca","Integral",1,2,12,"Física","Bacharelado","Desistência",255,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",1.99,3.1517,"S","2008","31/01/2017","31/01/2017","M","Parda","Integral",1,1,6,"Física","Bacharelado","Desistência",256,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2017,"Vestibular","2º Semestre","Formado",8.46,16.5035,"N","2008","15/01/2018","15/01/2018","M","Parda","Integral",1,7,42,"Física","Bacharelado","Formado",257,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2022,"Sisu","2º Semestre","Desistência",1.03,2.8829,"S","2018","04/11/2022","04/11/2022","M","Preta","Integral",1,3,18,"Física","Bacharelado","Desistência",258,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2019,"Vestibular","1º Semestre","Formado",7.28,16.066,"N","2008","22/08/2019","22/08/2019","M","Parda","Integral",1,8,48,"Física","Bacharelado","Formado",259,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2015,"Vestibular","2º Semestre","Desligamento: 3 reprovações em 1 disciplina",2.43,3.253,"N","2008","05/01/2016","05/01/2016","M","Parda","Integral",1,7,42,"Física","Bacharelado","Desligamento",260,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",0.4,2.9069,"S","2018","21/01/2022","21/01/2022","M","Preta","Integral",1,3,18,"Física","Bacharelado","Desistência",261,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2024,"Sisu","1º Semestre","Desistência",3.51,3.6497,"S","2018","01/02/2024","01/02/2024","M","Parda","Integral",1,4,24,"Física","Bacharelado","Desistência",262,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2018,"Vestibular","2º Semestre","Formado",7.88,16.1551,"N","2008","07/02/2019","07/02/2019","F","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",263,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",1.17,3.0908,"S","2008","09/03/2020","09/03/2020","F","Parda","Integral",1,4,24,"Física","Bacharelado","Desistência",264,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",3.18,3.874,"N","2008","09/08/2016","09/08/2016","F","Branca","Integral",1,3,18,"Física","Bacharelado","Desistência",265,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",4.87,14.8882,"N","2008","14/02/2020","14/02/2020","F","Branca","Integral",1,13,78,"Física","Bacharelado","Formado",266,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"2º Semestre",2015,"Novo Curso","1º Semestre","Desligamento por Abandono",0,5,"N","2008","22/04/2015","22/04/2015","M","Branca","Integral",2,5,30,"Física","Bacharelado","Desligamento",267,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",0,2.2335,"S","2008","11/03/2019","11/03/2019","M","Preta","Integral",1,2,12,"Física","Bacharelado","Desistência",268,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"2º Semestre",2023,"Reopção de Curso","1º Semestre","Desligamento: Resolução 68/2017-CEPE",8.52,6.1883,"N","2008","31/08/2023","31/08/2023","M","Branca","Integral",2,9,54,"Física","Bacharelado","Desligamento",269,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",3.4,4.0524,"S","2008","05/08/2021","05/08/2021","M","Parda","Integral",1,4,24,"Física","Bacharelado","Desistência",270,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",1.69,3.2871,"N","2008","01/09/2022","01/09/2022","F","Branca","Integral",1,8,48,"Física","Bacharelado","Desligamento",271,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2022,"Sisu","1º Semestre","Formado",7.41,15.6171,"S","2008","14/10/2022","14/10/2022","F","Branca","Integral",1,10,60,"Física","Bacharelado","Formado",272,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2023,"Vestibular","2º Semestre","Formado",5.65,14.8957,"N","2008","23/02/2024","23/02/2024","F","Branca","Integral",1,15,90,"Física","Bacharelado","Formado",273,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2016,"Vestibular","1º Semestre","Formado",6.51,15.414,"N","2008","01/09/2016","01/09/2016","M","Branca","Integral",1,8,48,"Física","Bacharelado","Formado",274,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",1.79,2.5644,"N","2008","30/07/2019","30/07/2019","M","Parda","Integral",1,2,12,"Física","Bacharelado","Desistência",275,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2019,"Sisu","2º Semestre","Desistência",5.48,5.2303,"S","2008","19/11/2019","19/11/2019","F","Branca","Integral",1,3,18,"Física","Bacharelado","Desistência",276,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",3.21,3.8171,"N","2008","13/12/2022","13/12/2022","F","Parda","Integral",1,13,78,"Física","Bacharelado","Desligamento",277,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.5332,"S","2018","31/08/2023","31/08/2023","F","Parda","Integral",1,6,36,"Física","Bacharelado","Desligamento",278,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",0.78,2.929,"S","2008","27/10/2021","27/10/2021","F","Preta","Integral",1,4,24,"Física","Bacharelado","Desistência",279,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",5.17,4.7511,"N","2008","31/08/2023","31/08/2023","M","Branca","Integral",1,12,72,"Física","Bacharelado","Desligamento",280,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",0.62,2.7072,"N","2008","13/12/2022","13/12/2022","F","Parda","Integral",1,9,54,"Física","Bacharelado","Desligamento",281,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Desistência",3.66,4.1033,"S","2008","09/10/2015","09/10/2015","M","Parda","Integral",1,9,54,"Física","Bacharelado","Desistência",282,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"2º Semestre",2021,"Reopção de Curso","1º Semestre","Formado",8.32,16.1832,"N","2008","25/11/2021","25/11/2021","F","Branca","Integral",2,5,30,"Física","Bacharelado","Formado",283,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",2.96,3.71,"N","2008","13/12/2022","13/12/2022","M","Branca","Integral",1,9,54,"Física","Bacharelado","Desligamento",284,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2023,"Sisu","2º Semestre","Formado",7.04,15.4485,"N","2008","23/02/2024","23/02/2024","M","Parda","Integral",1,11,66,"Física","Bacharelado","Formado",285,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2018,"Vestibular","1º Semestre","Formado",5.72,15.0879,"N","2008","02/08/2018","02/08/2018","F","Parda","Integral",1,12,72,"Física","Bacharelado","Formado",286,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",1.05,3.0384,"N","2018","25/02/2025","25/02/2025","F","Branca","Integral",1,1,6,"Física","Bacharelado","Desistência",287,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","1º Semestre","Desistência",4.97,4.6818,"N","2008","31/03/2015","31/03/2015","F","Branca","Integral",1,8,48,"Física","Bacharelado","Desistência",288,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",0,5,"S","2018","17/03/2025","17/03/2025","F","Parda","Integral",1,1,6,"Física","Bacharelado","Desistência",289,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2020,"Sisu","2º Semestre","Desistência",2.06,3.6674,"N","2008","14/04/2021","14/04/2021","F","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",290,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2015,"Vestibular","2º Semestre","Desistência",4.68,3.9414,"N","2008","23/02/2016","23/02/2016","F","Parda","Integral",1,1,6,"Física","Bacharelado","Desistência",291,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2017,"Vestibular","1º Semestre","Desistência",6.7,5.5749,"S","2008","18/04/2017","18/04/2017","F","Branca","Integral",1,2,12,"Física","Bacharelado","Desistência",292,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2020,"Vestibular","1º Semestre","Desistência",4,4.4656,"S","2008","04/03/2020","04/03/2020","F","Parda","Integral",1,8,48,"Física","Bacharelado","Desistência",293,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2020,"Sisu","2º Semestre","Formado",8.44,16.2134,"N","2008","09/07/2021","09/07/2021","F","Parda","Integral",1,7,42,"Física","Bacharelado","Formado",294,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",2.46,3.6632,"N","2018","27/05/2025","27/05/2025","F","Parda","Integral",1,6,36,"Física","Bacharelado","Desligamento",295,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2023,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",0.06,2.5938,"S","2018","27/05/2025","27/05/2025","F","Branca","Integral",1,4,24,"Física","Bacharelado","Desligamento",296,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.5332,"N","2018","31/08/2023","31/08/2023","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desligamento",297,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"2º Semestre",2019,"Novo Curso","2º Semestre","Desligamento: Resolução 68/2017-CEPE",8.25,5.977,"N","2008","13/12/2022","13/12/2022","M","Branca","Integral",2,10,60,"Física","Bacharelado","Desligamento",298,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2021,"Sisu","2º Semestre","Desligamento: Resolução 68/2017-CEPE",0.04,2.7571,"S","2008","23/12/2021","23/12/2021","M","Parda","Integral",1,7,42,"Física","Bacharelado","Desligamento",299,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2020,"2º Semestre",2023,"Reopção de Curso","2º Semestre","Formado",7.23,15.6343,"N","2018","23/02/2024","23/02/2024","M","Parda","Integral",2,6,36,"Física","Bacharelado","Formado",300,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2021,"Vestibular","1º Semestre","Formado",6.03,15.2189,"N","2008","25/11/2021","25/11/2021","M","Branca","Integral",1,18,108,"Física","Bacharelado","Formado",301,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2015,"Vestibular","1º Semestre","Desligamento por Abandono",0.23,2.4172,"N","2008","22/04/2015","22/04/2015","M","Parda","Integral",1,4,24,"Física","Bacharelado","Desligamento",302,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",3.33,4.1261,"S","2018","18/02/2022","18/02/2022","F","Parda","Integral",1,1,6,"Física","Bacharelado","Desistência",303,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0,5,"S","2018","27/06/2022","27/06/2022","F","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",304,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Desistência",3.38,3.8257,"N","2008","02/02/2016","02/02/2016","F","Branca","Integral",1,9,54,"Física","Bacharelado","Desistência",305,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2022,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",3.99,4.2821,"N","2008","01/09/2022","01/09/2022","F","Parda","Integral",1,16,96,"Física","Bacharelado","Desligamento",306,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0.16,5,"N","2018","19/05/2022","19/05/2022","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",307,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2022,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",1.49,3.2332,"S","2018","20/12/2024","20/12/2024","F","Parda","Integral",1,5,30,"Física","Bacharelado","Desistência",308,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2021,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.7405,"N","2008","27/12/2021","27/12/2021","F","Branca","Integral",1,11,66,"Física","Bacharelado","Desligamento",309,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2022,"Sisu","1º Semestre","Formado",6.67,15.2565,"S","2008","05/10/2022","05/10/2022","M","Branca","Integral",1,10,60,"Física","Bacharelado","Formado",310,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2017,"Vestibular","1º Semestre","Desligamento por Abandono",4.61,4.4518,"N","2008","08/05/2017","08/05/2017","M","Parda","Integral",1,6,36,"Física","Bacharelado","Desligamento",311,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2018,"Sisu","1º Semestre","Reopção de curso",6.23,5.4541,"S","2008","18/07/2018","18/07/2018","M","Branca","Integral",1,2,12,"Física","Bacharelado","Transferência",312,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"2º Semestre",2023,"Reopção de Curso","1º Semestre","Formado",6.53,15.3141,"N","2008","18/08/2023","18/08/2023","F","Branca","Integral",2,7,42,"Física","Bacharelado","Formado",313,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2018,"Vestibular","1º Semestre","Desistência",4.45,4.3893,"N","2008","04/04/2018","04/04/2018","F","Branca","Integral",1,8,48,"Física","Bacharelado","Desistência",314,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Formado",5.62,14.85,"N","2008","14/10/2022","14/10/2022","F","Branca","Integral",1,8,48,"Física","Bacharelado","Formado",315,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2014,"1º Semestre",2015,"Vestibular","1º Semestre","Desistência",6.85,5.6768,"S","2008","28/09/2015","28/09/2015","F","Parda","Integral",1,2,12,"Física","Bacharelado","Desistência",316,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2022,"Sisu","1º Semestre","Formado",8.56,16.1099,"N","2008","14/10/2022","14/10/2022","M","Parda","Integral",1,8,48,"Física","Bacharelado","Formado",317,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2020,"Sisu","1º Semestre","Adaptação Curricular",2.47,3.7487,"S","2008","23/03/2020","23/03/2020","M","Branca","Integral",1,4,24,"Física","Bacharelado","Outros",318,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2022,"Sisu","2º Semestre","Desistência",0.08,2.4758,"S","2018","04/11/2022","04/11/2022","M","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",319,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",2.08,3.4943,"S","2008","12/02/2019","12/02/2019","M","Branca","Integral",1,4,24,"Física","Bacharelado","Desistência",320,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2016,"Vestibular","2º Semestre","Formado",5.87,15.1715,"N","2008","16/03/2017","16/03/2017","M","Branca","Integral",1,11,66,"Física","Bacharelado","Formado",321,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",4.5,4.4192,"N","2008","17/02/2017","17/02/2017","M","Parda","Integral",1,3,18,"Física","Bacharelado","Desistência",322,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2017,"1º Semestre",2021,"Sisu","2º Semestre","Formado",7.76,15.8323,"N","2008","28/04/2022","28/04/2022","M","Branca","Integral",1,9,54,"Física","Bacharelado","Formado",323,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2021,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",4.56,4.5989,"N","2018","27/05/2025","27/05/2025","M","Branca","Integral",1,8,48,"Física","Bacharelado","Desligamento",324,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2019,"Vestibular","1º Semestre","Desistência",1.04,2.7355,"N","2008","30/07/2019","30/07/2019","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desistência",325,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2024,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",1.96,3.4413,"N","2018","11/02/2025","11/02/2025","M","Branca","Integral",1,1,6,"Física","Bacharelado","Desistência",326,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2019,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.79,2.9093,"S","2008","01/09/2022","01/09/2022","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desligamento",327,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2021,"Sisu","2º Semestre","Formado",7.9,15.8942,"N","2008","25/05/2022","25/05/2022","M","Branca","Integral",1,7,42,"Física","Bacharelado","Formado",328,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2019,"Vestibular","1º Semestre","Formado",5.84,15.4067,"N","2008","30/08/2019","30/08/2019","M","Branca","Integral",1,12,72,"Física","Bacharelado","Formado",329,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2018,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",2.77,3.868,"N","2008","09/03/2020","09/03/2020","M","Branca","Integral",1,4,24,"Física","Bacharelado","Desistência",330,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",0,5,"N","2018","15/06/2023","15/06/2023","M","Branca","Integral",1,0,0,"Física","Bacharelado","Desistência",331,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"1º Semestre",2018,"Vestibular","1º Semestre","Desistência",2.67,3.4273,"N","2008","04/04/2018","04/04/2018","M","Parda","Integral",1,6,36,"Física","Bacharelado","Desistência",332,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2017,"Vestibular","2º Semestre","Desistência",1.51,2.8774,"N","2008","29/11/2017","29/11/2017","M","Branca","Integral",1,3,18,"Física","Bacharelado","Desistência",333,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2016,"1º Semestre",2020,"Vestibular","1º Semestre","Formado",7.52,16.145,"N","2008","07/12/2020","07/12/2020","M","Branca","Integral",1,8,48,"Física","Bacharelado","Formado",334,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2011,"1º Semestre",2016,"Vestibular","2º Semestre","Formado",6.83,15.6082,"N","2008","16/03/2017","16/03/2017","M","Branca","Integral",1,11,66,"Física","Bacharelado","Formado",335,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2015,"2º Semestre",2019,"Novo Curso","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.8,2.6147,"N","2008","08/04/2019","08/04/2019","M","Branca","Integral",2,7,42,"Física","Bacharelado","Desligamento",336,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2013,"1º Semestre",2016,"Vestibular","1º Semestre","Formado",7.11,15.7069,"N","2008","27/01/2017","27/01/2017","M","Branca","Integral",1,6,36,"Física","Bacharelado","Formado",337,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2012,"1º Semestre",2015,"Vestibular","1º Semestre","Desligamento: 3 reprovações em 1 disciplina",0.2,2.0506,"N","2008","22/04/2015","22/04/2015","M","Branca","Integral",1,6,36,"Física","Bacharelado","Desligamento",338,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"10 B","Física - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",0.33,5,"S","2018","03/08/2023","03/08/2023","M","Preta","Integral",1,0,0,"Física","Bacharelado","Desistência",339,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
