"COD_CURSO","NOME_CURSO","ANO_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","FORMA_INGRESSO","PERIODO_EVASAO","FORMA_EVASAO","CRA","CRN","COTISTA","NUM_VERSAO","DT_SAIDA","DT_SAIDA_1","SEXO","ETNIA","TURNO_CURSO","SEM_INGRESSO","RETENCAO_PERIODOS","RETENCAO_MESES","NOMEE_CURSO","MODALIDADE","FORMA_EVASAO_limpo","id_estudante","hash_completo"
"32 B","Química - Bacharelado",2014,"1º Semestre",2022,"Permanência","1º Semestre","Desligamento: Resolução 68/2017-CEPE",5.58,4.686,"S","2006","01/09/2022","01/09/2022","F","Preta","Integral",1,16,96,"Química","Bacharelado","Desligamento",2673,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Formado",7.06,15.1837,"N","2006","04/02/2016","04/02/2016","M","Parda","Integral",1,9,54,"Química","Bacharelado","Formado",2674,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2012,"1º Semestre",2015,"Vestibular","1º Semestre","Desligamento por Abandono",2.56,2.6452,"S","2006","12/05/2015","12/05/2015","F","Branca","Integral",1,6,36,"Química","Bacharelado","Desligamento",2675,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2014,"1º Semestre",2018,"Vestibular","1º Semestre","Desistência",1.68,2.0653,"S","2006","07/03/2018","07/03/2018","M","Parda","Integral",1,8,48,"Química","Bacharelado","Desistência",2676,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2021,"Sisu","1º Semestre","Desistência",7.64,5.719,"N","2006","30/07/2021","30/07/2021","M","Branca","Integral",1,2,12,"Química","Bacharelado","Desistência",2677,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2019,"Vestibular","1º Semestre","Reopção de curso",5.45,4.0665,"N","2006","24/07/2019","24/07/2019","M","Branca","Integral",1,6,36,"Química","Bacharelado","Transferência",2678,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2014,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",5.25,14.7431,"N","2006","14/02/2020","14/02/2020","F","Preta","Integral",1,11,66,"Química","Bacharelado","Formado",2679,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2022,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",1.64,2.8396,"N","2006","01/09/2022","01/09/2022","F","Branca","Integral",1,4,24,"Química","Bacharelado","Desligamento",2680,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2018,"Vestibular","2º Semestre","Desistência",2.37,2.9543,"S","2006","01/11/2018","01/11/2018","F","Parda","Integral",1,5,30,"Química","Bacharelado","Desistência",2681,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2022,"Vestibular","1º Semestre","Formado",6.06,14.8751,"S","2006","14/10/2022","14/10/2022","F","Parda","Integral",1,12,72,"Química","Bacharelado","Formado",2682,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0.12,5,"S","2006","07/07/2022","07/07/2022","F","Parda","Integral",1,0,0,"Química","Bacharelado","Desistência",2683,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2015,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",1.67,2.2097,"N","2006","23/08/2016","23/08/2016","F","Branca","Integral",1,3,18,"Química","Bacharelado","Desistência",2684,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2012,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",4.74,14.4702,"S","2006","14/02/2020","14/02/2020","F","Parda","Integral",1,15,90,"Química","Bacharelado","Formado",2685,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2013,"1º Semestre",2015,"Vestibular","2º Semestre","Desistência",3.75,3.5856,"S","2006","27/01/2016","27/01/2016","F","Branca","Integral",1,5,30,"Química","Bacharelado","Desistência",2686,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",6.06,4.8652,"N","2006","11/08/2023","11/08/2023","F","Branca","Integral",1,0,0,"Química","Bacharelado","Desistência",2687,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2024,"Vestibular","1º Semestre","Formado",5.17,14.5578,"N","2006","29/10/2024","29/10/2024","M","Não quis declarar","Integral",1,16,96,"Química","Bacharelado","Formado",2688,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2013,"1º Semestre",2015,"Vestibular","2º Semestre","Desligamento por Abandono",0.18,1.4307,"S","2006","06/01/2016","06/01/2016","M","Parda","Integral",1,5,30,"Química","Bacharelado","Desligamento",2689,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2017,"1º Semestre",2018,"Sisu","1º Semestre","Desistência",4.58,3.8092,"S","2006","07/03/2018","07/03/2018","M","Não quis declarar","Integral",1,2,12,"Química","Bacharelado","Desistência",2690,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2017,"1º Semestre",2021,"Sisu","1º Semestre","Formado",9.16,16.3591,"N","2006","22/12/2021","22/12/2021","M","Branca","Integral",1,8,48,"Química","Bacharelado","Formado",2691,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",8.69,16.5988,"S","2006","12/02/2020","12/02/2020","M","Branca","Integral",1,7,42,"Química","Bacharelado","Formado",2692,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",0,1.9481,"S","2006","11/08/2023","11/08/2023","M","Parda","Integral",1,0,0,"Química","Bacharelado","Desistência",2693,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2017,"Vestibular","2º Semestre","Desistência",7.09,5.3148,"N","2006","16/02/2018","16/02/2018","M","Branca","Integral",1,3,18,"Química","Bacharelado","Desistência",2694,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",7.95,16.188,"S","2006","14/02/2020","14/02/2020","M","Parda","Integral",1,7,42,"Química","Bacharelado","Formado",2695,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2018,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",3.93,3.6537,"N","2006","12/02/2019","12/02/2019","F","Branca","Integral",1,2,12,"Química","Bacharelado","Desistência",2696,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2012,"1º Semestre",2021,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",5.56,14.6948,"N","2006","27/12/2021","27/12/2021","M","Branca","Integral",1,19,114,"Química","Bacharelado","Desligamento",2697,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2019,"Sisu","2º Semestre","Desistência",0.44,5,"S","2006","25/07/2019","25/07/2019","F","Parda","Integral",1,1,6,"Química","Bacharelado","Desistência",2698,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"2º Semestre",2024,"Reopção de Curso","1º Semestre","Formado",5.15,14.548,"S","2006","29/10/2024","29/10/2024","F","Parda","Integral",2,15,90,"Química","Bacharelado","Formado",2699,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"2º Semestre",2020,"Novo Curso","2º Semestre","Desistência",0,5,"N","2006","05/04/2021","05/04/2021","N","Parda","Integral",2,0,0,"Química","Bacharelado","Desistência",2700,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2024,"Sisu","1º Semestre","Formado",8.05,15.9572,"N","2006","29/10/2024","29/10/2024","M","Branca","Integral",1,10,60,"Química","Bacharelado","Formado",2701,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2019,"Novo Curso","1º Semestre","Reopção de curso",7.17,5,"N","2006","24/07/2019","24/07/2019","M","Parda","Integral",1,0,0,"Química","Bacharelado","Transferência",2702,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2021,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0,2.1207,"S","2006","31/08/2023","31/08/2023","M","Parda","Integral",1,4,24,"Química","Bacharelado","Desligamento",2703,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2021,"Vestibular","2º Semestre","Formado",6.54,15.1366,"N","2006","28/04/2022","28/04/2022","F","Parda","Integral",1,11,66,"Química","Bacharelado","Formado",2704,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2015,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",7.2,15.7866,"N","2006","14/02/2020","14/02/2020","F","Branca","Integral",1,9,54,"Química","Bacharelado","Formado",2705,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2021,"Sisu","2º Semestre","Desistência",3.06,3.5555,"S","2006","05/11/2021","05/11/2021","M","Parda","Integral",1,5,30,"Química","Bacharelado","Desistência",2706,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2018,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.71,2.4494,"S","2006","31/08/2023","31/08/2023","M","Parda","Integral",1,10,60,"Química","Bacharelado","Desligamento",2707,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2023,"Sisu","1º Semestre","Desligamento: Resolução 68/2017-CEPE",0.57,2.3846,"S","2006","31/08/2023","31/08/2023","M","Preta","Integral",1,6,36,"Química","Bacharelado","Desligamento",2708,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2011,"1º Semestre",2015,"Vestibular","1º Semestre","Desistência",4.64,3.8171,"N","2006","03/02/2015","03/02/2015","M","Parda","Integral",1,8,48,"Química","Bacharelado","Desistência",2709,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2015,"1º Semestre",2019,"Vestibular","1º Semestre","Formado",6.91,15.6661,"N","2006","30/08/2019","30/08/2019","M","Parda","Integral",1,8,48,"Química","Bacharelado","Formado",2710,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2018,"1º Semestre",2019,"Sisu","2º Semestre","Desistência",1.96,3.1975,"S","2006","25/07/2019","25/07/2019","F","Parda","Integral",1,3,18,"Química","Bacharelado","Desistência",2711,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2022,"Novo Curso","1º Semestre","Desligamento: Resolução 68/2017-CEPE",2.37,3.1817,"N","2006","01/09/2022","01/09/2022","F","Parda","Integral",1,6,36,"Química","Bacharelado","Desligamento",2712,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0,5,"N","2006","07/06/2022","07/06/2022","F","Preta","Integral",1,0,0,"Química","Bacharelado","Desistência",2713,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2012,"1º Semestre",2015,"Vestibular","2º Semestre","Formado",8.14,15.7461,"N","2006","04/02/2016","04/02/2016","F","Parda","Integral",1,7,42,"Química","Bacharelado","Formado",2714,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2011,"1º Semestre",2018,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",7.44,5.5302,"N","2006","06/04/2018","06/04/2018","F","Parda","Integral",1,14,84,"Química","Bacharelado","Desligamento",2715,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2023,"Sisu","2º Semestre","Formado",8.16,15.8428,"S","2006","16/02/2024","16/02/2024","M","Branca","Integral",1,9,54,"Química","Bacharelado","Formado",2716,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2017,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",4.12,3.7529,"S","2006","26/02/2019","26/02/2019","F","Parda","Integral",1,4,24,"Química","Bacharelado","Desistência",2717,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2011,"1º Semestre",2015,"Vestibular","2º Semestre","Formado",7.26,15.2561,"N","2006","04/02/2016","04/02/2016","F","Branca","Integral",1,9,54,"Química","Bacharelado","Formado",2718,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2018,"1º Semestre",2020,"Sisu","2º Semestre","Desistência",3.93,4.0741,"S","2006","02/02/2021","02/02/2021","F","Parda","Integral",1,5,30,"Química","Bacharelado","Desistência",2719,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2022,"Vestibular","1º Semestre","Formado",6.91,15.2682,"S","2006","14/10/2022","14/10/2022","F","Branca","Integral",1,12,72,"Química","Bacharelado","Formado",2720,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2014,"1º Semestre",2016,"Vestibular","2º Semestre","Desistência",4.3,3.7888,"N","2006","26/01/2017","26/01/2017","F","Branca","Integral",1,5,30,"Química","Bacharelado","Desistência",2721,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2012,"1º Semestre",2015,"Vestibular","1º Semestre","Desligamento por Abandono",1.07,2.1641,"N","2006","12/05/2015","12/05/2015","M","Branca","Integral",1,6,36,"Química","Bacharelado","Desligamento",2722,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2018,"1º Semestre",2018,"Sisu","2º Semestre","Desistência",3.17,5,"S","2006","23/07/2018","23/07/2018","M","Parda","Integral",1,1,6,"Química","Bacharelado","Desistência",2723,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2013,"1º Semestre",2015,"Vestibular","1º Semestre","Desistência",3.12,2.9568,"N","2006","26/02/2015","26/02/2015","M","Branca","Integral",1,4,24,"Química","Bacharelado","Desistência",2724,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2015,"1º Semestre",2019,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",3.59,3.4335,"N","2006","08/04/2019","08/04/2019","M","Branca","Integral",1,8,48,"Química","Bacharelado","Desligamento",2725,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2023,"Sisu","2º Semestre","Formado",8,15.7705,"S","2006","16/02/2024","16/02/2024","M","Parda","Integral",1,9,54,"Química","Bacharelado","Formado",2726,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2020,"Sisu","2º Semestre","Desistência",0,5,"N","2006","19/02/2021","19/02/2021","F","Parda","Integral",1,1,6,"Química","Bacharelado","Desistência",2727,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2022,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",0,2.1734,"N","2006","27/05/2025","27/05/2025","F","Branca","Integral",1,6,36,"Química","Bacharelado","Desligamento",2728,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2023,"Sisu","2º Semestre","Desistência",1.71,2.9123,"S","2006","30/08/2023","30/08/2023","F","Branca","Integral",1,7,42,"Química","Bacharelado","Desistência",2729,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2025,"1º Semestre",2025,"Sisu","1º Semestre","Desistência",0,5,"N","2006","07/05/2025","07/05/2025","F","Branca","Integral",1,0,0,"Química","Bacharelado","Desistência",2730,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2025,"1º Semestre",2025,"Sisu","1º Semestre","Desistência",0,5,"N","2006","07/05/2025","07/05/2025","F","Branca","Integral",1,0,0,"Química","Bacharelado","Desistência",2731,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",0,NA,"S","2006","03/04/2023","03/04/2023","F","Preta","Integral",1,0,0,"Química","Bacharelado","Desistência",2732,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2015,"1º Semestre",2017,"Vestibular","1º Semestre","Desistência",6.95,5.4847,"S","2006","28/03/2017","28/03/2017","F","Branca","Integral",1,4,24,"Química","Bacharelado","Desistência",2733,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2015,"1º Semestre",2018,"Vestibular","2º Semestre","Formado",8.31,15.9392,"N","2006","07/02/2019","07/02/2019","F","Branca","Integral",1,7,42,"Química","Bacharelado","Formado",2734,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2018,"1º Semestre",2024,"Sisu","1º Semestre","Formado",6.61,15.2575,"N","2006","29/10/2024","29/10/2024","F","Não quis declarar","Integral",1,12,72,"Química","Bacharelado","Formado",2735,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2023,"1º Semestre",2024,"Sisu","2º Semestre","Desistência",2,3.4294,"S","2006","14/10/2024","14/10/2024","F","Parda","Integral",1,3,18,"Química","Bacharelado","Desistência",2736,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2014,"1º Semestre",2018,"Vestibular","2º Semestre","Desistência",5.68,14.645,"N","2006","26/12/2018","26/12/2018","F","Branca","Integral",1,9,54,"Química","Bacharelado","Desistência",2737,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2012,"1º Semestre",2016,"Vestibular","1º Semestre","Formado",8.02,15.8036,"N","2006","12/08/2016","12/08/2016","F","Preta","Integral",1,8,48,"Química","Bacharelado","Formado",2738,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2023,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",0.87,2.3669,"S","2006","11/08/2023","11/08/2023","M","Branca","Integral",1,0,0,"Química","Bacharelado","Desistência",2739,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2021,"1º Semestre",2025,"Sisu","1º Semestre","Desistência",5.6,4.8051,"S","2006","07/05/2025","07/05/2025","M","Parda","Integral",1,8,48,"Química","Bacharelado","Desistência",2740,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2022,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",0,5,"S","2006","07/07/2022","07/07/2022","F","Branca","Integral",1,0,0,"Química","Bacharelado","Desistência",2741,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2024,"1º Semestre",2024,"Sisu","1º Semestre","Desistência",0,5,"N","2006","26/03/2024","26/03/2024","M","Branca","Integral",1,0,0,"Química","Bacharelado","Desistência",2742,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2022,"1º Semestre",2025,"Sisu","1º Semestre","Desligamento",0,2.1734,"N","2006","27/05/2025","27/05/2025","M","Não quis declarar","Integral",1,6,36,"Química","Bacharelado","Desligamento",2743,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2021,"Vestibular","1º Semestre","Formado",7.01,15.3652,"N","2006","22/12/2021","22/12/2021","M","Não quis declarar","Integral",1,10,60,"Química","Bacharelado","Formado",2744,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",8.06,16.2471,"S","2006","12/02/2020","12/02/2020","M","Branca","Integral",1,7,42,"Química","Bacharelado","Formado",2745,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",0.45,5,"S","2006","01/08/2019","01/08/2019","M","Parda","Integral",1,0,0,"Química","Bacharelado","Desistência",2746,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2017,"1º Semestre",2017,"Sisu","2º Semestre","Desistência",2.72,2.669,"N","2006","05/02/2018","05/02/2018","M","Branca","Integral",1,1,6,"Química","Bacharelado","Desistência",2747,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2019,"Vestibular","2º Semestre","Desligamento: Resolução 68/2017-CEPE",3.39,3.6404,"S","2006","13/12/2022","13/12/2022","M","Branca","Integral",1,7,42,"Química","Bacharelado","Desligamento",2748,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2019,"1º Semestre",2019,"Sisu","1º Semestre","Desistência",0.28,5,"S","2006","01/08/2019","01/08/2019","M","Branca","Integral",1,0,0,"Química","Bacharelado","Desistência",2749,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",6.78,15.5619,"N","2006","14/02/2020","14/02/2020","M","Branca","Integral",1,7,42,"Química","Bacharelado","Formado",2750,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2023,"Sisu","1º Semestre","Desistência",5.93,4.7791,"S","2006","21/03/2023","21/03/2023","M","Branca","Integral",1,6,36,"Química","Bacharelado","Desistência",2751,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2012,"1º Semestre",2015,"Vestibular","2º Semestre","Formado",7.43,15.3674,"S","2006","04/02/2016","04/02/2016","F","Parda","Integral",1,7,42,"Química","Bacharelado","Formado",2752,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2014,"1º Semestre",2017,"Vestibular","2º Semestre","Formado",8.2,15.9868,"S","2006","02/02/2018","02/02/2018","F","Preta","Integral",1,7,42,"Química","Bacharelado","Formado",2753,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2020,"Sisu","1º Semestre","Desistência",0,25,"S","2006","20/08/2020","20/08/2020","M","Parda","Integral",1,0,0,"Química","Bacharelado","Desistência",2754,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2020,"Sisu","2º Semestre","Desistência",0,5,"N","2006","28/05/2021","28/05/2021","F","Branca","Integral",1,1,6,"Química","Bacharelado","Desistência",2755,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2020,"1º Semestre",2022,"Sisu","1º Semestre","Desistência",6.86,5.2958,"N","2006","10/03/2022","10/03/2022","F","Parda","Integral",1,4,24,"Química","Bacharelado","Desistência",2756,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2016,"1º Semestre",2022,"Vestibular","1º Semestre","Desligamento: Resolução 68/2017-CEPE",3.55,3.7347,"N","2006","01/09/2022","01/09/2022","M","Branca","Integral",1,12,72,"Química","Bacharelado","Desligamento",2757,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
"32 B","Química - Bacharelado",2015,"1º Semestre",2019,"Vestibular","2º Semestre","Formado",6.36,15.3371,"S","2006","14/02/2020","14/02/2020","F","Parda","Integral",1,9,54,"Química","Bacharelado","Formado",2758,"f2f10017116cab0ec8d96484804dde9f0ba836c2b8cc7adaf2fe94201324d68c"
